X,Y,rho,u,v,P
0.975000,1.272000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.320000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.368000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.416000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.464000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.512000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.560000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.608000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.656000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.704000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.752000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.800000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.848000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.896000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.944000,1.184662,686.470000,0.000000,99719.000000
0.975000,1.992000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.040000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.088000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.136000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.184000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.232000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.280000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.328000,1.184662,686.470000,0.000000,99719.000000
0.975000,2.376000,1.184662,686.470000,0.000000,99719.000000
1.025000,0.030632,1.184662,686.470000,0.000000,99719.000000
1.025000,0.078498,1.184662,686.470000,0.000000,99719.000000
1.025000,0.126364,1.184662,686.470000,0.000000,99719.000000
1.025000,0.174230,1.184662,686.470000,0.000000,99719.000000
1.025000,0.222096,1.184662,686.470000,0.000000,99719.000000
1.025000,0.269962,1.184662,686.470000,0.000000,99719.000000
1.025000,0.317828,1.184662,686.470000,0.000000,99719.000000
1.025000,0.365694,1.184662,686.470000,0.000000,99719.000000
1.025000,0.413560,1.184662,686.470000,0.000000,99719.000000
1.025000,0.461426,1.184662,686.470000,0.000000,99719.000000
1.025000,0.509292,1.184662,686.470000,0.000000,99719.000000
1.025000,0.557158,1.184662,686.470000,0.000000,99719.000000
1.025000,0.605024,1.184662,686.470000,0.000000,99719.000000
1.025000,0.652890,1.184662,686.470000,0.000000,99719.000000
1.025000,0.700756,1.184662,686.470000,0.000000,99719.000000
1.025000,0.748622,1.184662,686.470000,0.000000,99719.000000
1.025000,0.796488,1.184662,686.470000,0.000000,99719.000000
1.025000,0.844354,1.184662,686.470000,0.000000,99719.000000
1.025000,0.892220,1.184662,686.470000,0.000000,99719.000000
1.025000,0.940086,1.184662,686.470000,0.000000,99719.000000
1.025000,0.987952,1.184662,686.470000,0.000000,99719.000000
1.025000,1.035818,1.184662,686.470000,0.000000,99719.000000
1.025000,1.083684,1.184662,686.470000,0.000000,99719.000000
1.025000,1.131550,1.184662,686.470000,0.000000,99719.000000
1.025000,1.179416,1.184662,686.470000,0.000000,99719.000000
1.025000,1.227282,1.184662,686.470000,0.000000,99719.000000
1.025000,1.275148,1.184662,686.470000,0.000000,99719.000000
1.025000,1.323014,1.184662,686.470000,0.000000,99719.000000
1.025000,1.370880,1.184662,686.470000,0.000000,99719.000000
1.025000,1.418746,1.184662,686.470000,0.000000,99719.000000
1.025000,1.466613,1.184662,686.470000,0.000000,99719.000000
1.025000,1.514479,1.184662,686.470000,0.000000,99719.000000
1.025000,1.562345,1.184662,686.470000,0.000000,99719.000000
1.025000,1.610211,1.184662,686.470000,0.000000,99719.000000
1.025000,1.658077,1.184662,686.470000,0.000000,99719.000000
1.025000,1.705943,1.184662,686.470000,0.000000,99719.000000
1.025000,1.753809,1.184662,686.470000,0.000000,99719.000000
1.025000,1.801675,1.184662,686.470000,0.000000,99719.000000
1.025000,1.849541,1.184662,686.470000,0.000000,99719.000000
1.025000,1.897407,1.184662,686.470000,0.000000,99719.000000
1.025000,1.945273,1.184662,686.470000,0.000000,99719.000000
1.025000,1.993139,1.184662,686.470000,0.000000,99719.000000
1.025000,2.041005,1.184662,686.470000,0.000000,99719.000000
1.025000,2.088871,1.184662,686.470000,0.000000,99719.000000
1.025000,2.136737,1.184662,686.470000,0.000000,99719.000000
1.025000,2.184603,1.184662,686.470000,0.000000,99719.000000
1.025000,2.232469,1.184662,686.470000,0.000000,99719.000000
1.025000,2.280335,1.184662,686.470000,0.000000,99719.000000
1.025000,2.328201,1.184662,686.470000,0.000000,99719.000000
1.025000,2.376067,1.184662,686.470000,0.000000,99719.000000
1.075000,0.043895,1.184662,686.470000,0.000000,99719.000000
1.075000,0.091493,1.184662,686.470000,0.000000,99719.000000
1.075000,0.139091,1.184662,686.470000,0.000000,99719.000000
1.075000,0.186689,1.184662,686.470000,0.000000,99719.000000
1.075000,0.234288,1.184662,686.470000,0.000000,99719.000000
1.075000,0.281886,1.184662,686.470000,0.000000,99719.000000
1.075000,0.329484,1.184662,686.470000,0.000000,99719.000000
1.075000,0.377082,1.184662,686.470000,0.000000,99719.000000
1.075000,0.424680,1.184662,686.470000,0.000000,99719.000000
1.075000,0.472278,1.184662,686.470000,0.000000,99719.000000
1.075000,0.519876,1.184662,686.470000,0.000000,99719.000000
1.075000,0.567474,1.184662,686.470000,0.000000,99719.000000
1.075000,0.615072,1.184662,686.470000,0.000000,99719.000000
1.075000,0.662670,1.184662,686.470000,0.000000,99719.000000
1.075000,0.710268,1.184662,686.470000,0.000000,99719.000000
1.075000,0.757866,1.184662,686.470000,0.000000,99719.000000
1.075000,0.805464,1.184662,686.470000,0.000000,99719.000000
1.075000,0.853063,1.184662,686.470000,0.000000,99719.000000
1.075000,0.900661,1.184662,686.470000,0.000000,99719.000000
1.075000,0.948259,1.184662,686.470000,0.000000,99719.000000
1.075000,0.995857,1.184662,686.470000,0.000000,99719.000000
1.075000,1.043455,1.184662,686.470000,0.000000,99719.000000
1.075000,1.091053,1.184662,686.470000,0.000000,99719.000000
1.075000,1.138651,1.184662,686.470000,0.000000,99719.000000
1.075000,1.186249,1.184662,686.470000,0.000000,99719.000000
1.075000,1.233847,1.184662,686.470000,0.000000,99719.000000
1.075000,1.281445,1.184662,686.470000,0.000000,99719.000000
1.075000,1.329043,1.184662,686.470000,0.000000,99719.000000
1.075000,1.376641,1.184662,686.470000,0.000000,99719.000000
1.075000,1.424239,1.184662,686.470000,0.000000,99719.000000
1.075000,1.471838,1.184662,686.470000,0.000000,99719.000000
1.075000,1.519436,1.184662,686.470000,0.000000,99719.000000
1.075000,1.567034,1.184662,686.470000,0.000000,99719.000000
1.075000,1.614632,1.184662,686.470000,0.000000,99719.000000
1.075000,1.662230,1.184662,686.470000,0.000000,99719.000000
1.075000,1.709828,1.184662,686.470000,0.000000,99719.000000
1.075000,1.757426,1.184662,686.470000,0.000000,99719.000000
1.075000,1.805024,1.184662,686.470000,0.000000,99719.000000
1.075000,1.852622,1.184662,686.470000,0.000000,99719.000000
1.075000,1.900220,1.184662,686.470000,0.000000,99719.000000
1.075000,1.947818,1.184662,686.470000,0.000000,99719.000000
1.075000,1.995416,1.184662,686.470000,0.000000,99719.000000
1.075000,2.043014,1.184662,686.470000,0.000000,99719.000000
1.075000,2.090613,1.184662,686.470000,0.000000,99719.000000
1.075000,2.138211,1.184662,686.470000,0.000000,99719.000000
1.075000,2.185809,1.184662,686.470000,0.000000,99719.000000
1.075000,2.233407,1.184662,686.470000,0.000000,99719.000000
1.075000,2.281005,1.184662,686.470000,0.000000,99719.000000
1.075000,2.328603,1.184662,686.470000,0.000000,99719.000000
1.075000,2.376201,1.184662,686.470000,0.000000,99719.000000
1.125000,0.057159,1.184662,686.470000,0.000000,99719.000000
1.125000,0.104489,1.184662,686.470000,0.000000,99719.000000
1.125000,0.151819,1.184662,686.470000,0.000000,99719.000000
1.125000,0.199149,1.184662,686.470000,0.000000,99719.000000
1.125000,0.246479,1.184662,686.470000,0.000000,99719.000000
1.125000,0.293809,1.184662,686.470000,0.000000,99719.000000
1.125000,0.341139,1.184662,686.470000,0.000000,99719.000000
1.125000,0.388470,1.184662,686.470000,0.000000,99719.000000
1.125000,0.435800,1.184662,686.470000,0.000000,99719.000000
1.125000,0.483130,1.184662,686.470000,0.000000,99719.000000
1.125000,0.530460,1.184662,686.470000,0.000000,99719.000000
1.125000,0.577790,1.184662,686.470000,0.000000,99719.000000
1.125000,0.625120,1.184662,686.470000,0.000000,99719.000000
1.125000,0.672450,1.184662,686.470000,0.000000,99719.000000
1.125000,0.719780,1.184662,686.470000,0.000000,99719.000000
1.125000,0.767111,1.184662,686.470000,0.000000,99719.000000
1.125000,0.814441,1.184662,686.470000,0.000000,99719.000000
1.125000,0.861771,1.184662,686.470000,0.000000,99719.000000
1.125000,0.909101,1.184662,686.470000,0.000000,99719.000000
1.125000,0.956431,1.184662,686.470000,0.000000,99719.000000
1.125000,1.003761,1.184662,686.470000,0.000000,99719.000000
1.125000,1.051091,1.184662,686.470000,0.000000,99719.000000
1.125000,1.098422,1.184662,686.470000,0.000000,99719.000000
1.125000,1.145752,1.184662,686.470000,0.000000,99719.000000
1.125000,1.193082,1.184662,686.470000,0.000000,99719.000000
1.125000,1.240412,1.184662,686.470000,0.000000,99719.000000
1.125000,1.287742,1.184662,686.470000,0.000000,99719.000000
1.125000,1.335072,1.184662,686.470000,0.000000,99719.000000
1.125000,1.382402,1.184662,686.470000,0.000000,99719.000000
1.125000,1.429732,1.184662,686.470000,0.000000,99719.000000
1.125000,1.477063,1.184662,686.470000,0.000000,99719.000000
1.125000,1.524393,1.184662,686.470000,0.000000,99719.000000
1.125000,1.571723,1.184662,686.470000,0.000000,99719.000000
1.125000,1.619053,1.184662,686.470000,0.000000,99719.000000
1.125000,1.666383,1.184662,686.470000,0.000000,99719.000000
1.125000,1.713713,1.184662,686.470000,0.000000,99719.000000
1.125000,1.761043,1.184662,686.470000,0.000000,99719.000000
1.125000,1.808373,1.184662,686.470000,0.000000,99719.000000
1.125000,1.855704,1.184662,686.470000,0.000000,99719.000000
1.125000,1.903034,1.184662,686.470000,0.000000,99719.000000
1.125000,1.950364,1.184662,686.470000,0.000000,99719.000000
1.125000,1.997694,1.184662,686.470000,0.000000,99719.000000
1.125000,2.045024,1.184662,686.470000,0.000000,99719.000000
1.125000,2.092354,1.184662,686.470000,0.000000,99719.000000
1.125000,2.139684,1.184662,686.470000,0.000000,99719.000000
1.125000,2.187014,1.184662,686.470000,0.000000,99719.000000
1.125000,2.234345,1.184662,686.470000,0.000000,99719.000000
1.125000,2.281675,1.184662,686.470000,0.000000,99719.000000
1.125000,2.329005,1.184662,686.470000,0.000000,99719.000000
1.125000,2.376335,1.184662,686.470000,0.000000,99719.000000
1.175000,0.070422,1.184662,686.470000,0.000000,99719.000000
1.175000,0.117484,1.184662,686.470000,0.000000,99719.000000
1.175000,0.164547,1.184662,686.470000,0.000000,99719.000000
1.175000,0.211609,1.184662,686.470000,0.000000,99719.000000
1.175000,0.258671,1.184662,686.470000,0.000000,99719.000000
1.175000,0.305733,1.184662,686.470000,0.000000,99719.000000
1.175000,0.352795,1.184662,686.470000,0.000000,99719.000000
1.175000,0.399857,1.184662,686.470000,0.000000,99719.000000
1.175000,0.446920,1.184662,686.470000,0.000000,99719.000000
1.175000,0.493982,1.184662,686.470000,0.000000,99719.000000
1.175000,0.541044,1.184662,686.470000,0.000000,99719.000000
1.175000,0.588106,1.184662,686.470000,0.000000,99719.000000
1.175000,0.635168,1.184662,686.470000,0.000000,99719.000000
1.175000,0.682231,1.184662,686.470000,0.000000,99719.000000
1.175000,0.729293,1.184662,686.470000,0.000000,99719.000000
1.175000,0.776355,1.184662,686.470000,0.000000,99719.000000
1.175000,0.823417,1.184662,686.470000,0.000000,99719.000000
1.175000,0.870479,1.184662,686.470000,0.000000,99719.000000
1.175000,0.917541,1.184662,686.470000,0.000000,99719.000000
1.175000,0.964604,1.184662,686.470000,0.000000,99719.000000
1.175000,1.011666,1.184662,686.470000,0.000000,99719.000000
1.175000,1.058728,1.184662,686.470000,0.000000,99719.000000
1.175000,1.105790,1.184662,686.470000,0.000000,99719.000000
1.175000,1.152852,1.184662,686.470000,0.000000,99719.000000
1.175000,1.199914,1.184662,686.470000,0.000000,99719.000000
1.175000,1.246977,1.184662,686.470000,0.000000,99719.000000
1.175000,1.294039,1.184662,686.470000,0.000000,99719.000000
1.175000,1.341101,1.184662,686.470000,0.000000,99719.000000
1.175000,1.388163,1.184662,686.470000,0.000000,99719.000000
1.175000,1.435225,1.184662,686.470000,0.000000,99719.000000
1.175000,1.482288,1.184662,686.470000,0.000000,99719.000000
1.175000,1.529350,1.184662,686.470000,0.000000,99719.000000
1.175000,1.576412,1.184662,686.470000,0.000000,99719.000000
1.175000,1.623474,1.184662,686.470000,0.000000,99719.000000
1.175000,1.670536,1.184662,686.470000,0.000000,99719.000000
1.175000,1.717598,1.184662,686.470000,0.000000,99719.000000
1.175000,1.764661,1.184662,686.470000,0.000000,99719.000000
1.175000,1.811723,1.184662,686.470000,0.000000,99719.000000
1.175000,1.858785,1.184662,686.470000,0.000000,99719.000000
1.175000,1.905847,1.184662,686.470000,0.000000,99719.000000
1.175000,1.952909,1.184662,686.470000,0.000000,99719.000000
1.175000,1.999971,1.184662,686.470000,0.000000,99719.000000
1.175000,2.047034,1.184662,686.470000,0.000000,99719.000000
1.175000,2.094096,1.184662,686.470000,0.000000,99719.000000
1.175000,2.141158,1.184662,686.470000,0.000000,99719.000000
1.175000,2.188220,1.184662,686.470000,0.000000,99719.000000
1.175000,2.235282,1.184662,686.470000,0.000000,99719.000000
1.175000,2.282345,1.184662,686.470000,0.000000,99719.000000
1.175000,2.329407,1.184662,686.470000,0.000000,99719.000000
1.175000,2.376469,1.184662,686.470000,0.000000,99719.000000
1.225000,0.083686,1.184662,686.470000,0.000000,99719.000000
1.225000,0.130480,1.184662,686.470000,0.000000,99719.000000
1.225000,0.177274,1.184662,686.470000,0.000000,99719.000000
1.225000,0.224068,1.184662,686.470000,0.000000,99719.000000
1.225000,0.270863,1.184662,686.470000,0.000000,99719.000000
1.225000,0.317657,1.184662,686.470000,0.000000,99719.000000
1.225000,0.364451,1.184662,686.470000,0.000000,99719.000000
1.225000,0.411245,1.184662,686.470000,0.000000,99719.000000
1.225000,0.458040,1.184662,686.470000,0.000000,99719.000000
1.225000,0.504834,1.184662,686.470000,0.000000,99719.000000
1.225000,0.551628,1.184662,686.470000,0.000000,99719.000000
1.225000,0.598422,1.184662,686.470000,0.000000,99719.000000
1.225000,0.645216,1.184662,686.470000,0.000000,99719.000000
1.225000,0.692011,1.184662,686.470000,0.000000,99719.000000
1.225000,0.738805,1.184662,686.470000,0.000000,99719.000000
1.225000,0.785599,1.184662,686.470000,0.000000,99719.000000
1.225000,0.832393,1.184662,686.470000,0.000000,99719.000000
1.225000,0.879188,1.184662,686.470000,0.000000,99719.000000
1.225000,0.925982,1.184662,686.470000,0.000000,99719.000000
1.225000,0.972776,1.184662,686.470000,0.000000,99719.000000
1.225000,1.019570,1.184662,686.470000,0.000000,99719.000000
1.225000,1.066364,1.184662,686.470000,0.000000,99719.000000
1.225000,1.113159,1.184662,686.470000,0.000000,99719.000000
1.225000,1.159953,1.184662,686.470000,0.000000,99719.000000
1.225000,1.206747,1.184662,686.470000,0.000000,99719.000000
1.225000,1.253541,1.184662,686.470000,0.000000,99719.000000
1.225000,1.300336,1.184662,686.470000,0.000000,99719.000000
1.225000,1.347130,1.184662,686.470000,0.000000,99719.000000
1.225000,1.393924,1.184662,686.470000,0.000000,99719.000000
1.225000,1.440718,1.184662,686.470000,0.000000,99719.000000
1.225000,1.487513,1.184662,686.470000,0.000000,99719.000000
1.225000,1.534307,1.184662,686.470000,0.000000,99719.000000
1.225000,1.581101,1.184662,686.470000,0.000000,99719.000000
1.225000,1.627895,1.184662,686.470000,0.000000,99719.000000
1.225000,1.674689,1.184662,686.470000,0.000000,99719.000000
1.225000,1.721484,1.184662,686.470000,0.000000,99719.000000
1.225000,1.768278,1.184662,686.470000,0.000000,99719.000000
1.225000,1.815072,1.184662,686.470000,0.000000,99719.000000
1.225000,1.861866,1.184662,686.470000,0.000000,99719.000000
1.225000,1.908661,1.184662,686.470000,0.000000,99719.000000
1.225000,1.955455,1.184662,686.470000,0.000000,99719.000000
1.225000,2.002249,1.184662,686.470000,0.000000,99719.000000
1.225000,2.049043,1.184662,686.470000,0.000000,99719.000000
1.225000,2.095838,1.184662,686.470000,0.000000,99719.000000
1.225000,2.142632,1.184662,686.470000,0.000000,99719.000000
1.225000,2.189426,1.184662,686.470000,0.000000,99719.000000
1.225000,2.236220,1.184662,686.470000,0.000000,99719.000000
1.225000,2.283014,1.184662,686.470000,0.000000,99719.000000
1.225000,2.329809,1.184662,686.470000,0.000000,99719.000000
1.225000,2.376603,1.184662,686.470000,0.000000,99719.000000
1.275000,0.096949,1.184662,686.470000,0.000000,99719.000000
1.275000,0.143475,1.184662,686.470000,0.000000,99719.000000
1.275000,0.190002,1.184662,686.470000,0.000000,99719.000000
1.275000,0.236528,1.184662,686.470000,0.000000,99719.000000
1.275000,0.283054,1.184662,686.470000,0.000000,99719.000000
1.275000,0.329581,1.184662,686.470000,0.000000,99719.000000
1.275000,0.376107,1.184662,686.470000,0.000000,99719.000000
1.275000,0.422633,1.184662,686.470000,0.000000,99719.000000
1.275000,0.469159,1.184662,686.470000,0.000000,99719.000000
1.275000,0.515686,1.184662,686.470000,0.000000,99719.000000
1.275000,0.562212,1.184662,686.470000,0.000000,99719.000000
1.275000,0.608738,1.184662,686.470000,0.000000,99719.000000
1.275000,0.655265,1.184662,686.470000,0.000000,99719.000000
1.275000,0.701791,1.184662,686.470000,0.000000,99719.000000
1.275000,0.748317,1.184662,686.470000,0.000000,99719.000000
1.275000,0.794843,1.184662,686.470000,0.000000,99719.000000
1.275000,0.841370,1.184662,686.470000,0.000000,99719.000000
1.275000,0.887896,1.184662,686.470000,0.000000,99719.000000
1.275000,0.934422,1.184662,686.470000,0.000000,99719.000000
1.275000,0.980948,1.184662,686.470000,0.000000,99719.000000
1.275000,1.027475,1.184662,686.470000,0.000000,99719.000000
1.275000,1.074001,1.184662,686.470000,0.000000,99719.000000
1.275000,1.120527,1.184662,686.470000,0.000000,99719.000000
1.275000,1.167054,1.184662,686.470000,0.000000,99719.000000
1.275000,1.213580,1.184662,686.470000,0.000000,99719.000000
1.275000,1.260106,1.184662,686.470000,0.000000,99719.000000
1.275000,1.306632,1.184662,686.470000,0.000000,99719.000000
1.275000,1.353159,1.184662,686.470000,0.000000,99719.000000
1.275000,1.399685,1.184662,686.470000,0.000000,99719.000000
1.275000,1.446211,1.184662,686.470000,0.000000,99719.000000
1.275000,1.492738,1.184662,686.470000,0.000000,99719.000000
1.275000,1.539264,1.184662,686.470000,0.000000,99719.000000
1.275000,1.585790,1.184662,686.470000,0.000000,99719.000000
1.275000,1.632316,1.184662,686.470000,0.000000,99719.000000
1.275000,1.678843,1.184662,686.470000,0.000000,99719.000000
1.275000,1.725369,1.184662,686.470000,0.000000,99719.000000
1.275000,1.771895,1.184662,686.470000,0.000000,99719.000000
1.275000,1.818422,1.184662,686.470000,0.000000,99719.000000
1.275000,1.864948,1.184662,686.470000,0.000000,99719.000000
1.275000,1.911474,1.184662,686.470000,0.000000,99719.000000
1.275000,1.958000,1.184662,686.470000,0.000000,99719.000000
1.275000,2.004527,1.184662,686.470000,0.000000,99719.000000
1.275000,2.051053,1.184662,686.470000,0.000000,99719.000000
1.275000,2.097579,1.184662,686.470000,0.000000,99719.000000
1.275000,2.144105,1.184662,686.470000,0.000000,99719.000000
1.275000,2.190632,1.184662,686.470000,0.000000,99719.000000
1.275000,2.237158,1.184662,686.470000,0.000000,99719.000000
1.275000,2.283684,1.184662,686.470000,0.000000,99719.000000
1.275000,2.330211,1.184662,686.470000,0.000000,99719.000000
1.275000,2.376737,1.184662,686.470000,0.000000,99719.000000
1.325000,0.110213,1.184662,686.470000,0.000000,99719.000000
1.325000,0.156471,1.184662,686.470000,0.000000,99719.000000
1.325000,0.202729,1.184662,686.470000,0.000000,99719.000000
1.325000,0.248988,1.184662,686.470000,0.000000,99719.000000
1.325000,0.295246,1.184662,686.470000,0.000000,99719.000000
1.325000,0.341504,1.184662,686.470000,0.000000,99719.000000
1.325000,0.387763,1.184662,686.470000,0.000000,99719.000000
1.325000,0.434021,1.184662,686.470000,0.000000,99719.000000
1.325000,0.480279,1.184662,686.470000,0.000000,99719.000000
1.325000,0.526538,1.184662,686.470000,0.000000,99719.000000
1.325000,0.572796,1.184662,686.470000,0.000000,99719.000000
1.325000,0.619054,1.184662,686.470000,0.000000,99719.000000
1.325000,0.665313,1.184662,686.470000,0.000000,99719.000000
1.325000,0.711571,1.184662,686.470000,0.000000,99719.000000
1.325000,0.757829,1.184662,686.470000,0.000000,99719.000000
1.325000,0.804088,1.184662,686.470000,0.000000,99719.000000
1.325000,0.850346,1.184662,686.470000,0.000000,99719.000000
1.325000,0.896604,1.184662,686.470000,0.000000,99719.000000
1.325000,0.942863,1.184662,686.470000,0.000000,99719.000000
1.325000,0.989121,1.184662,686.470000,0.000000,99719.000000
1.325000,1.035379,1.184662,686.470000,0.000000,99719.000000
1.325000,1.081638,1.184662,686.470000,0.000000,99719.000000
1.325000,1.127896,1.184662,686.470000,0.000000,99719.000000
1.325000,1.174154,1.184662,686.470000,0.000000,99719.000000
1.325000,1.220413,1.184662,686.470000,0.000000,99719.000000
1.325000,1.266671,1.184662,686.470000,0.000000,99719.000000
1.325000,1.312929,1.184662,686.470000,0.000000,99719.000000
1.325000,1.359188,1.184662,686.470000,0.000000,99719.000000
1.325000,1.405446,1.184662,686.470000,0.000000,99719.000000
1.325000,1.451704,1.184662,686.470000,0.000000,99719.000000
1.325000,1.497963,1.184662,686.470000,0.000000,99719.000000
1.325000,1.544221,1.184662,686.470000,0.000000,99719.000000
1.325000,1.590479,1.184662,686.470000,0.000000,99719.000000
1.325000,1.636738,1.184662,686.470000,0.000000,99719.000000
1.325000,1.682996,1.184662,686.470000,0.000000,99719.000000
1.325000,1.729254,1.184662,686.470000,0.000000,99719.000000
1.325000,1.775513,1.184662,686.470000,0.000000,99719.000000
1.325000,1.821771,1.184662,686.470000,0.000000,99719.000000
1.325000,1.868029,1.184662,686.470000,0.000000,99719.000000
1.325000,1.914288,1.184662,686.470000,0.000000,99719.000000
1.325000,1.960546,1.184662,686.470000,0.000000,99719.000000
1.325000,2.006804,1.184662,686.470000,0.000000,99719.000000
1.325000,2.053063,1.184662,686.470000,0.000000,99719.000000
1.325000,2.099321,1.184662,686.470000,0.000000,99719.000000
1.325000,2.145579,1.184662,686.470000,0.000000,99719.000000
1.325000,2.191838,1.184662,686.470000,0.000000,99719.000000
1.325000,2.238096,1.184662,686.470000,0.000000,99719.000000
1.325000,2.284354,1.184662,686.470000,0.000000,99719.000000
1.325000,2.330613,1.184662,686.470000,0.000000,99719.000000
1.325000,2.376871,1.184662,686.470000,0.000000,99719.000000
1.375000,0.123476,1.184662,686.470000,0.000000,99719.000000
1.375000,0.169467,1.184662,686.470000,0.000000,99719.000000
1.375000,0.215457,1.184662,686.470000,0.000000,99719.000000
1.375000,0.261447,1.184662,686.470000,0.000000,99719.000000
1.375000,0.307438,1.184662,686.470000,0.000000,99719.000000
1.375000,0.353428,1.184662,686.470000,0.000000,99719.000000
1.375000,0.399418,1.184662,686.470000,0.000000,99719.000000
1.375000,0.445409,1.184662,686.470000,0.000000,99719.000000
1.375000,0.491399,1.184662,686.470000,0.000000,99719.000000
1.375000,0.537390,1.184662,686.470000,0.000000,99719.000000
1.375000,0.583380,1.184662,686.470000,0.000000,99719.000000
1.375000,0.629370,1.184662,686.470000,0.000000,99719.000000
1.375000,0.675361,1.184662,686.470000,0.000000,99719.000000
1.375000,0.721351,1.184662,686.470000,0.000000,99719.000000
1.375000,0.767341,1.184662,686.470000,0.000000,99719.000000
1.375000,0.813332,1.184662,686.470000,0.000000,99719.000000
1.375000,0.859322,1.184662,686.470000,0.000000,99719.000000
1.375000,0.905313,1.184662,686.470000,0.000000,99719.000000
1.375000,0.951303,1.184662,686.470000,0.000000,99719.000000
1.375000,0.997293,1.184662,686.470000,0.000000,99719.000000
1.375000,1.043284,1.184662,686.470000,0.000000,99719.000000
1.375000,1.089274,1.184662,686.470000,0.000000,99719.000000
1.375000,1.135265,1.184662,686.470000,0.000000,99719.000000
1.375000,1.181255,1.184662,686.470000,0.000000,99719.000000
1.375000,1.227245,1.184662,686.470000,0.000000,99719.000000
1.375000,1.273236,1.184662,686.470000,0.000000,99719.000000
1.375000,1.319226,1.184662,686.470000,0.000000,99719.000000
1.375000,1.365216,1.184662,686.470000,0.000000,99719.000000
1.375000,1.411207,1.184662,686.470000,0.000000,99719.000000
1.375000,1.457197,1.184662,686.470000,0.000000,99719.000000
1.375000,1.503188,1.184662,686.470000,0.000000,99719.000000
1.375000,1.549178,1.184662,686.470000,0.000000,99719.000000
1.375000,1.595168,1.184662,686.470000,0.000000,99719.000000
1.375000,1.641159,1.184662,686.470000,0.000000,99719.000000
1.375000,1.687149,1.184662,686.470000,0.000000,99719.000000
1.375000,1.733139,1.184662,686.470000,0.000000,99719.000000
1.375000,1.779130,1.184662,686.470000,0.000000,99719.000000
1.375000,1.825120,1.184662,686.470000,0.000000,99719.000000
1.375000,1.871111,1.184662,686.470000,0.000000,99719.000000
1.375000,1.917101,1.184662,686.470000,0.000000,99719.000000
1.375000,1.963091,1.184662,686.470000,0.000000,99719.000000
1.375000,2.009082,1.184662,686.470000,0.000000,99719.000000
1.375000,2.055072,1.184662,686.470000,0.000000,99719.000000
1.375000,2.101063,1.184662,686.470000,0.000000,99719.000000
1.375000,2.147053,1.184662,686.470000,0.000000,99719.000000
1.375000,2.193043,1.184662,686.470000,0.000000,99719.000000
1.375000,2.239034,1.184662,686.470000,0.000000,99719.000000
1.375000,2.285024,1.184662,686.470000,0.000000,99719.000000
1.375000,2.331014,1.184662,686.470000,0.000000,99719.000000
1.375000,2.377005,1.184662,686.470000,0.000000,99719.000000
1.425000,0.136740,1.184662,686.470000,0.000000,99719.000000
1.425000,0.182462,1.184662,686.470000,0.000000,99719.000000
1.425000,0.228184,1.184662,686.470000,0.000000,99719.000000
1.425000,0.273907,1.184662,686.470000,0.000000,99719.000000
1.425000,0.319629,1.184662,686.470000,0.000000,99719.000000
1.425000,0.365352,1.184662,686.470000,0.000000,99719.000000
1.425000,0.411074,1.184662,686.470000,0.000000,99719.000000
1.425000,0.456797,1.184662,686.470000,0.000000,99719.000000
1.425000,0.502519,1.184662,686.470000,0.000000,99719.000000
1.425000,0.548242,1.184662,686.470000,0.000000,99719.000000
1.425000,0.593964,1.184662,686.470000,0.000000,99719.000000
1.425000,0.639686,1.184662,686.470000,0.000000,99719.000000
1.425000,0.685409,1.184662,686.470000,0.000000,99719.000000
1.425000,0.731131,1.184662,686.470000,0.000000,99719.000000
1.425000,0.776854,1.184662,686.470000,0.000000,99719.000000
1.425000,0.822576,1.184662,686.470000,0.000000,99719.000000
1.425000,0.868299,1.184662,686.470000,0.000000,99719.000000
1.425000,0.914021,1.184662,686.470000,0.000000,99719.000000
1.425000,0.959743,1.184662,686.470000,0.000000,99719.000000
1.425000,1.005466,1.184662,686.470000,0.000000,99719.000000
1.425000,1.051188,1.184662,686.470000,0.000000,99719.000000
1.425000,1.096911,1.184662,686.470000,0.000000,99719.000000
1.425000,1.142633,1.184662,686.470000,0.000000,99719.000000
1.425000,1.188356,1.184662,686.470000,0.000000,99719.000000
1.425000,1.234078,1.184662,686.470000,0.000000,99719.000000
1.425000,1.279800,1.184662,686.470000,0.000000,99719.000000
1.425000,1.325523,1.184662,686.470000,0.000000,99719.000000
